  -0.24688E+01   0.20497E-01   0.24991E-01   0.00000E+00   0.00000E+00   0.70479E-03   0.41619E-03  -0.16515E-03   0.16534E-03  -0.10730E-03  -0.68904E-03   0.11210E-03  -0.97616E-04   0.00000E+00   0.00000E+00
  -0.24062E+01   0.17891E-01   0.23013E-01   0.00000E+00   0.00000E+00   0.31465E-02   0.13093E-02  -0.29398E-03   0.79425E-04   0.15038E-02  -0.11256E-02   0.26303E-03   0.18257E-05   0.00000E+00   0.00000E+00
  -0.23438E+01   0.14694E-01   0.20224E-01   0.00000E+00   0.00000E+00   0.18822E-02   0.32860E-02  -0.33109E-03   0.14933E-04   0.12743E-02   0.11033E-03   0.90695E-04   0.27912E-03   0.00000E+00   0.00000E+00
  -0.22812E+01   0.99264E-02   0.17670E-01   0.00000E+00   0.00000E+00   0.14136E-03   0.28520E-02  -0.26415E-03  -0.95330E-04   0.55234E-03   0.37809E-03  -0.77223E-04   0.17877E-03   0.00000E+00   0.00000E+00
  -0.22188E+01   0.55829E-02   0.15883E-01   0.00000E+00   0.00000E+00  -0.10040E-03   0.21027E-02  -0.17656E-03  -0.12312E-03   0.37407E-03   0.31390E-03  -0.22432E-04   0.30072E-04   0.00000E+00   0.00000E+00
  -0.21562E+01   0.24353E-02   0.15112E-01   0.00000E+00   0.00000E+00   0.63423E-03   0.14607E-02  -0.10733E-03  -0.85434E-04   0.56469E-03   0.13760E-03  -0.27484E-04  -0.32751E-04   0.00000E+00   0.00000E+00
  -0.20938E+01   0.29663E-03   0.15054E-01   0.00000E+00   0.00000E+00   0.87928E-03   0.11118E-03  -0.33801E-04  -0.10628E-03   0.44920E-03  -0.40127E-03  -0.42855E-04   0.56001E-04   0.00000E+00   0.00000E+00
  -0.20312E+01  -0.67813E-03   0.15334E-01   0.00000E+00   0.00000E+00  -0.22203E-03  -0.33534E-03  -0.50917E-04  -0.13630E-03  -0.23218E-03  -0.26243E-03   0.54369E-04  -0.55044E-05   0.00000E+00   0.00000E+00
  -0.19688E+01  -0.26986E-03   0.15489E-01   0.00000E+00   0.00000E+00  -0.26896E-03   0.10607E-03  -0.92440E-04  -0.78865E-04  -0.77030E-04   0.83195E-05  -0.38524E-04   0.10064E-04   0.00000E+00   0.00000E+00
  -0.19062E+01   0.79579E-03   0.15604E-01   0.00000E+00   0.00000E+00  -0.15861E-03   0.67267E-04  -0.24418E-04  -0.55219E-04   0.97329E-04  -0.77342E-04   0.10658E-04   0.34425E-04   0.00000E+00   0.00000E+00
  -0.18438E+01   0.24862E-02   0.15817E-01   0.00000E+00   0.00000E+00  -0.29271E-03   0.69992E-04  -0.15763E-04  -0.57087E-04   0.19970E-04  -0.19004E-03  -0.43768E-05  -0.56830E-05   0.00000E+00   0.00000E+00
  -0.17812E+01   0.51924E-02   0.16593E-01   0.00000E+00   0.00000E+00  -0.42111E-03   0.42633E-03  -0.32403E-04  -0.45921E-04  -0.67332E-04  -0.21905E-03  -0.36767E-04  -0.16531E-04   0.00000E+00   0.00000E+00
  -0.17188E+01   0.84632E-02   0.18199E-01   0.00000E+00   0.00000E+00  -0.41975E-03   0.90841E-03  -0.72545E-04  -0.22454E-04  -0.14729E-03  -0.29442E-03   0.74685E-05   0.81044E-05   0.00000E+00   0.00000E+00
  -0.16562E+01   0.11546E-01   0.20326E-01   0.00000E+00   0.00000E+00  -0.65692E-04   0.11939E-02  -0.37674E-04  -0.92745E-04  -0.18752E-03  -0.35953E-03  -0.67028E-04   0.20767E-03   0.00000E+00   0.00000E+00
  -0.15938E+01   0.14756E-01   0.23091E-01   0.00000E+00   0.00000E+00   0.11336E-02   0.25153E-02   0.36175E-03   0.13720E-03  -0.36062E-03  -0.26669E-03  -0.71327E-03  -0.31259E-04   0.00000E+00   0.00000E+00
  -0.15312E+01   0.17778E-01   0.27020E-01   0.00000E+00   0.00000E+00   0.29549E-03   0.56871E-02  -0.18632E-03   0.13174E-02  -0.68584E-03  -0.14792E-02  -0.33206E-03  -0.12191E-02   0.00000E+00   0.00000E+00
  -0.14688E+01   0.20059E-01   0.30017E-01   0.00000E+00   0.00000E+00   0.16784E-03   0.55134E-02  -0.11604E-02   0.11428E-02   0.76472E-02  -0.40007E-02   0.12872E-02  -0.42972E-03   0.00000E+00   0.00000E+00
  -0.14062E+01   0.19332E-01   0.29403E-01   0.00000E+00   0.00000E+00  -0.57744E-03   0.75865E-02  -0.14249E-02   0.77672E-03   0.44337E-02   0.20590E-02   0.32186E-03   0.47176E-03   0.00000E+00   0.00000E+00
  -0.13438E+01   0.16874E-01   0.25346E-01   0.00000E+00   0.00000E+00  -0.20904E-02   0.69110E-02  -0.14872E-02   0.12212E-03   0.26855E-02   0.22341E-02  -0.13500E-03   0.63748E-03   0.00000E+00   0.00000E+00
  -0.12812E+01   0.13044E-01   0.19794E-01   0.00000E+00   0.00000E+00  -0.24500E-02   0.48487E-02  -0.10626E-02  -0.95598E-04   0.15581E-02   0.17233E-02  -0.34070E-03   0.32685E-03   0.00000E+00   0.00000E+00
  -0.12188E+01   0.83383E-02   0.16243E-01   0.00000E+00   0.00000E+00  -0.23602E-02   0.32222E-02  -0.70989E-03  -0.25352E-03   0.91304E-03   0.14717E-02  -0.13779E-03   0.16320E-03   0.00000E+00   0.00000E+00
  -0.11562E+01   0.47557E-02   0.14937E-01   0.00000E+00   0.00000E+00  -0.19953E-02   0.28200E-02  -0.71760E-03  -0.27142E-03   0.99730E-03   0.15432E-02   0.13312E-03   0.46322E-04   0.00000E+00   0.00000E+00
  -0.10938E+01   0.20858E-02   0.15981E-01   0.00000E+00   0.00000E+00  -0.15611E-02   0.24841E-02  -0.96589E-03  -0.13981E-04   0.13694E-02   0.13999E-02   0.26274E-03  -0.22171E-03   0.00000E+00   0.00000E+00
  -0.10312E+01   0.16731E-02   0.16482E-01   0.00000E+00   0.00000E+00  -0.16018E-02   0.22050E-02  -0.65391E-03   0.52554E-03   0.17389E-02   0.16223E-02   0.14596E-03  -0.48458E-03   0.00000E+00   0.00000E+00
  -0.96875E+00   0.17763E-02   0.16837E-01   0.00000E+00   0.00000E+00  -0.24320E-02   0.16937E-02  -0.71615E-03   0.32533E-03   0.22210E-02  -0.72201E-03  -0.17414E-03  -0.39346E-03   0.00000E+00   0.00000E+00
  -0.90625E+00   0.33214E-02   0.15585E-01   0.00000E+00   0.00000E+00  -0.26311E-02   0.28865E-02  -0.72106E-03   0.97649E-03  -0.71931E-03   0.10251E-02  -0.34001E-04   0.32706E-03   0.00000E+00   0.00000E+00
  -0.84375E+00   0.53527E-02   0.15825E-01   0.00000E+00   0.00000E+00  -0.90860E-03   0.22816E-02  -0.72004E-03  -0.23987E-03  -0.13683E-03   0.32947E-02   0.66660E-03   0.10302E-02   0.00000E+00   0.00000E+00
  -0.78125E+00   0.10195E-01   0.15679E-01   0.00000E+00   0.00000E+00   0.24254E-02   0.21398E-02   0.95740E-03  -0.27442E-02   0.21397E-02   0.34201E-02  -0.17333E-02   0.15589E-02   0.00000E+00   0.00000E+00
  -0.71875E+00   0.12292E-01   0.22951E-01   0.00000E+00   0.00000E+00   0.28112E-02   0.10007E-01   0.55818E-02   0.25939E-02   0.56679E-02   0.73686E-02  -0.53880E-02  -0.48577E-02   0.00000E+00   0.00000E+00
  -0.65625E+00   0.75567E-02   0.23093E-01   0.00000E+00   0.00000E+00  -0.19485E-01   0.14921E-01  -0.17364E-01   0.15947E-01  -0.37150E-02   0.16873E-01   0.15617E-01  -0.15399E-01   0.00000E+00   0.00000E+00
  -0.59375E+00   0.51648E-02   0.92254E-02   0.00000E+00   0.00000E+00  -0.38572E-01  -0.46691E-01  -0.50797E-01  -0.58571E-01  -0.35392E-01  -0.19860E-01   0.43326E-01   0.47593E-01   0.00000E+00   0.00000E+00
