           1   2.72757863998413     
           2   2.76389455795288     
           3   2.72678136825562     
           4   2.72907161712646     
           5   2.82754826545715     
           6   2.70398950576782     
           7   2.74244713783264     
           8   2.67861390113831     
           9   2.67201614379883     
          10   2.65955543518066     
          11   2.60547471046448     
          12   2.71251559257507     
          13   2.67071080207825     
          14   2.63178110122681     
          15   2.61656951904297     
          16   2.69400334358215     
          17   2.65798664093018     
          18   2.61052131652832     
          19   2.68124914169312     
          20   2.62334728240967     
          21   2.65621352195740     
          22   2.65740227699280     
          23   2.63660717010498     
          24   2.65316486358643     
          25   2.62111163139343     
          26   2.64959931373596     
          27   2.65294313430786     
          28   2.68497109413147     
          29   2.81521630287170     
