The toroidal mode    1
 Perpend. k-vec  Curvature        Coriolis
  3.37759204E+00  -7.93749035E-01  -6.53481057E-01
  3.37759204E+00  -2.16882079E+00  -1.87488678E+00
  3.37759204E+00  -3.03267948E+00  -2.82688398E+00
  3.37759204E+00  -3.31419565E+00  -3.34167121E+00
  3.37759204E+00  -3.08604615E+00  -3.33124152E+00
  3.37759204E+00  -2.46845450E+00  -2.80786616E+00
  3.37759204E+00  -1.58381554E+00  -1.86572968E+00
  3.37759204E+00  -5.44741646E-01  -6.52985615E-01
  3.37759204E+00   5.44741646E-01   6.52985615E-01
  3.37759204E+00   1.58381554E+00   1.86572968E+00
  3.37759204E+00   2.46845450E+00   2.80786616E+00
  3.37759204E+00   3.08604615E+00   3.33124152E+00
  3.37759204E+00   3.31419565E+00   3.34167121E+00
  3.37759204E+00   3.03267948E+00   2.82688398E+00
  3.37759204E+00   2.16882079E+00   1.87488678E+00
  3.37759204E+00   7.93749035E-01   6.53481057E-01
The toroidal mode    2
 Perpend. k-vec  Curvature        Coriolis
  3.43842760E+00  -7.74014704E-01  -6.38765508E-01
  3.42371221E+00  -2.17280315E+00  -1.87980037E+00
  3.41177237E+00  -3.04998876E+00  -2.84439026E+00
  3.40256170E+00  -3.33716407E+00  -3.36608985E+00
  3.39537814E+00  -3.11034020E+00  -3.35862112E+00
  3.38952999E+00  -2.49215625E+00  -2.83589700E+00
  3.38449718E+00  -1.60647355E+00  -1.89343139E+00
  3.37990135E+00  -5.66703706E-01  -6.80291929E-01
  3.37544462E+00   5.22779587E-01   6.25679300E-01
  3.37085454E+00   1.56115753E+00   1.83802796E+00
  3.36583388E+00   2.44475275E+00   2.77983533E+00
  3.36000559E+00   3.06175210E+00   3.30386191E+00
  3.35285121E+00   3.29122723E+00   3.31725257E+00
  3.34367947E+00   3.01537021E+00   2.80937770E+00
  3.33178320E+00   2.16483843E+00   1.86997320E+00
  3.31709979E+00   8.13483367E-01   6.68196605E-01
  3.30113412E+00  -7.41748483E-01  -6.12201238E-01
  3.28641814E+00  -2.08463970E+00  -1.80358546E+00
  3.27447743E+00  -2.92670910E+00  -2.72947627E+00
  3.26526598E+00  -3.20244067E+00  -3.23024955E+00
  3.25808184E+00  -2.98489116E+00  -3.22320480E+00
  3.25223328E+00  -2.39181257E+00  -2.72175610E+00
  3.24720022E+00  -1.54209081E+00  -1.81758872E+00
  3.24260429E+00  -5.44559736E-01  -6.53747798E-01
  3.23814757E+00   5.00635617E-01   5.99135170E-01
  3.23355762E+00   1.49677478E+00   1.76218529E+00
  3.22853723E+00   2.34440907E+00   2.66569443E+00
  3.22270937E+00   2.93630307E+00   3.16844559E+00
  3.21555564E+00   3.15650383E+00   3.18141228E+00
  3.20638477E+00   2.89209056E+00   2.69446372E+00
  3.19448950E+00   2.07667499E+00   1.79375829E+00
  3.17980685E+00   7.81217146E-01   6.41632335E-01
  3.16384125E+00  -7.09482262E-01  -5.85636967E-01
  3.14912462E+00  -1.99647625E+00  -1.72737055E+00
  3.13718299E+00  -2.80342945E+00  -2.61456229E+00
  3.12797069E+00  -3.06771727E+00  -3.09440926E+00
  3.12078590E+00  -2.85944213E+00  -3.08778847E+00
  3.11493691E+00  -2.29146889E+00  -2.60761520E+00
  3.10990358E+00  -1.47770806E+00  -1.74174605E+00
  3.10530753E+00  -5.22415767E-01  -6.27203667E-01
  3.10085082E+00   4.78491648E-01   5.72591039E-01
  3.09626101E+00   1.43239204E+00   1.68634262E+00
  3.09124091E+00   2.24406539E+00   2.55155352E+00
  3.08541354E+00   2.81085404E+00   3.03302927E+00
  3.07826051E+00   3.02178043E+00   3.04557199E+00
  3.06909059E+00   2.76881090E+00   2.57954974E+00
  3.05719640E+00   1.98851154E+00   1.71754338E+00
  3.04251458E+00   7.48950925E-01   6.15068064E-01
  3.02654908E+00  -6.77216041E-01  -5.59072697E-01
  3.01183174E+00  -1.90831281E+00  -1.65115564E+00
  2.99988909E+00  -2.68014980E+00  -2.49964831E+00
  2.99067587E+00  -2.93299387E+00  -2.95856897E+00
  2.98349038E+00  -2.73399310E+00  -2.95237215E+00
  2.97764091E+00  -2.19112521E+00  -2.49347430E+00
  2.97260730E+00  -1.41332532E+00  -1.66590338E+00
  2.96801111E+00  -5.00271798E-01  -6.00659537E-01
  2.96355441E+00   4.56347679E-01   5.46046908E-01
  2.95896477E+00   1.36800929E+00   1.61049996E+00
  2.95394499E+00   2.14372171E+00   2.43741262E+00
  2.94811814E+00   2.68540501E+00   2.89761295E+00
  2.94096588E+00   2.88705703E+00   2.90973170E+00
  2.93179700E+00   2.64553125E+00   2.46463575E+00
  2.91990399E+00   1.90034809E+00   1.64132847E+00
  2.90522310E+00   7.16684704E-01   5.88503794E-01
  2.88925769E+00  -6.44949820E-01  -5.32508426E-01
  2.87453959E+00  -1.82014936E+00  -1.57494073E+00
  2.86259583E+00  -2.55687014E+00  -2.38473432E+00
  2.85338160E+00  -2.79827047E+00  -2.82272867E+00
  2.84619534E+00  -2.60854407E+00  -2.81695583E+00
  2.84034535E+00  -2.09078154E+00  -2.37933340E+00
  2.83531142E+00  -1.34894257E+00  -1.59006071E+00
  2.83071509E+00  -4.78127828E-01  -5.74115406E-01
  2.82625840E+00   4.34203709E-01   5.19502778E-01
  2.82166893E+00   1.30362655E+00   1.53465729E+00
  2.81664951E+00   2.04337803E+00   2.32327172E+00
  2.81082323E+00   2.55995598E+00   2.76219663E+00
  2.80367183E+00   2.75233363E+00   2.77389140E+00
  2.79450409E+00   2.52225159E+00   2.34972177E+00
  2.78261239E+00   1.81218464E+00   1.56511356E+00
  2.76793251E+00   6.84418483E-01   5.61939523E-01
  2.75196721E+00  -6.12683599E-01  -5.05944155E-01
  2.73724828E+00  -1.73198591E+00  -1.49872582E+00
  2.72530330E+00  -2.43359049E+00  -2.26982034E+00
  2.71608796E+00  -2.66354707E+00  -2.68688838E+00
  2.70890086E+00  -2.48309504E+00  -2.68153951E+00
  2.70305029E+00  -1.99043786E+00  -2.26519250E+00
  2.69801601E+00  -1.28455983E+00  -1.51421804E+00
  2.69341952E+00  -4.55983859E-01  -5.47571275E-01
  2.68896285E+00   4.12059740E-01   4.92958647E-01
  2.68437358E+00   1.23924380E+00   1.45881462E+00
  2.67935455E+00   1.94303435E+00   2.20913082E+00
  2.67352890E+00   2.43450695E+00   2.62678031E+00
  2.66637844E+00   2.61761023E+00   2.63805111E+00
  2.65721196E+00   2.39897194E+00   2.23480779E+00
  2.64532171E+00   1.72402120E+00   1.48889865E+00
  2.63064295E+00   6.52152262E-01   5.35375252E-01
  2.61467778E+00  -5.80417378E-01  -4.79379885E-01
  2.59995793E+00  -1.64382247E+00  -1.42251091E+00
  2.58801161E+00  -2.31031084E+00  -2.15490636E+00
  2.57879504E+00  -2.52882367E+00  -2.55104809E+00
  2.57160702E+00  -2.35764601E+00  -2.54612319E+00
  2.56575581E+00  -1.89009418E+00  -2.15105159E+00
  2.56072115E+00  -1.22017708E+00  -1.43837537E+00
  2.55612449E+00  -4.33839889E-01  -5.21027145E-01
  2.55166784E+00   3.89915770E-01   4.66414516E-01
  2.54707877E+00   1.17486106E+00   1.38297195E+00
  2.54206018E+00   1.84269067E+00   2.09498992E+00
  2.53623524E+00   2.30905792E+00   2.49136398E+00
  2.52908582E+00   2.48288683E+00   2.50221082E+00
  2.51992074E+00   2.27569229E+00   2.11989380E+00
  2.50803210E+00   1.63585775E+00   1.41268374E+00
  2.49335459E+00   6.19886041E-01   5.08810982E-01
  2.47738957E+00  -5.48151157E-01  -4.52815614E-01
  2.46266871E+00  -1.55565902E+00  -1.34629600E+00
  2.45072091E+00  -2.18703118E+00  -2.03999238E+00
  2.44150298E+00  -2.39410027E+00  -2.41520780E+00
  2.43431392E+00  -2.23219698E+00  -2.41070687E+00
  2.42846201E+00  -1.78975050E+00  -2.03691069E+00
  2.42342692E+00  -1.15579433E+00  -1.36253270E+00
  2.41883007E+00  -4.11695920E-01  -4.94483014E-01
  2.41437344E+00   3.67771801E-01   4.39870386E-01
  2.40978461E+00   1.11047831E+00   1.30712928E+00
  2.40476651E+00   1.74234699E+00   1.98084902E+00
  2.39894236E+00   2.18360889E+00   2.35594766E+00
  2.39179410E+00   2.34816342E+00   2.36637052E+00
  2.38263059E+00   2.15241263E+00   2.00497982E+00
  2.37074375E+00   1.54769430E+00   1.33646883E+00
  2.35606765E+00   5.87619820E-01   4.82246711E-01
  2.34010281E+00  -5.15884936E-01  -4.26251344E-01
  2.32538083E+00  -1.46749557E+00  -1.27008109E+00
  2.31343137E+00  -2.06375153E+00  -1.92507839E+00
  2.30421192E+00  -2.25937687E+00  -2.27936750E+00
  2.29702171E+00  -2.10674795E+00  -2.27529054E+00
  2.29116902E+00  -1.68940682E+00  -1.92276979E+00
  2.28613345E+00  -1.09141159E+00  -1.28669003E+00
  2.28153638E+00  -3.89551951E-01  -4.67938883E-01
  2.27707978E+00   3.45627832E-01   4.13326255E-01
  2.27249122E+00   1.04609556E+00   1.23128661E+00
  2.26747366E+00   1.64200332E+00   1.86670812E+00
  2.26165040E+00   2.05815986E+00   2.22053134E+00
  2.25450345E+00   2.21344002E+00   2.23053023E+00
  2.24534171E+00   2.02913298E+00   1.89006584E+00
  2.23345689E+00   1.45953086E+00   1.26025392E+00
  2.21878238E+00   5.55353600E-01   4.55682441E-01
  2.20281776E+00  -4.83618715E-01  -3.99687073E-01
  2.18809452E+00  -1.37933213E+00  -1.19386618E+00
  2.17614322E+00  -1.94047187E+00  -1.81016441E+00
  2.16692206E+00  -2.12465347E+00  -2.14352721E+00
  2.15973055E+00  -1.98129892E+00  -2.13987422E+00
  2.15387698E+00  -1.58906314E+00  -1.80862889E+00
  2.14884087E+00  -1.02702884E+00  -1.21084736E+00
  2.14424357E+00  -3.67407981E-01  -4.41394753E-01
  2.13978699E+00   3.23483862E-01   3.86782124E-01
  2.13519874E+00   9.81712819E-01   1.15544394E+00
  2.13018180E+00   1.54165964E+00   1.75256722E+00
  2.12435955E+00   1.93271083E+00   2.08511502E+00
  2.11721407E+00   2.07871662E+00   2.09468994E+00
  2.10805433E+00   1.90585333E+00   1.77515186E+00
  2.09617182E+00   1.37136741E+00   1.18403901E+00
  2.08149913E+00   5.23087379E-01   4.29118170E-01
  2.06553476E+00  -4.51352494E-01  -3.73122802E-01
  2.05081012E+00  -1.29116868E+00  -1.11765127E+00
  2.03885672E+00  -1.81719222E+00  -1.69525043E+00
  2.02963363E+00  -1.98993007E+00  -2.00768692E+00
  2.02244066E+00  -1.85584989E+00  -2.00445790E+00
  2.01658608E+00  -1.48871946E+00  -1.69448799E+00
  2.01154938E+00  -9.62646098E-01  -1.13500469E+00
  2.00695180E+00  -3.45264012E-01  -4.14850622E-01
  2.00249527E+00   3.01339893E-01   3.60237994E-01
  1.99790737E+00   9.17330073E-01   1.07960127E+00
  1.99289114E+00   1.44131596E+00   1.63842632E+00
  1.98707003E+00   1.80726180E+00   1.94969870E+00
  1.97992624E+00   1.94399322E+00   1.95884964E+00
  1.97076879E+00   1.78257367E+00   1.66023787E+00
  1.95888891E+00   1.28320396E+00   1.10782410E+00
  1.94421830E+00   4.90821158E-01   4.02553899E-01
  1.92825426E+00  -4.19086273E-01  -3.46558532E-01
  1.91352802E+00  -1.20300523E+00  -1.04143636E+00
  1.90157224E+00  -1.69391257E+00  -1.58033644E+00
  1.89234696E+00  -1.85520667E+00  -1.87184662E+00
  1.88515231E+00  -1.73040086E+00  -1.86904158E+00
  1.87929660E+00  -1.38837578E+00  -1.58034709E+00
  1.87425920E+00  -8.98263352E-01  -1.05916202E+00
  1.86966132E+00  -3.23120043E-01  -3.88306491E-01
  1.86520483E+00   2.79195924E-01   3.33693863E-01
  1.86061733E+00   8.52947328E-01   1.00375860E+00
  1.85560192E+00   1.34097228E+00   1.52428542E+00
  1.84978213E+00   1.68181277E+00   1.81428237E+00
  1.84264030E+00   1.80926982E+00   1.82300935E+00
  1.83348548E+00   1.65929402E+00   1.54532389E+00
  1.82160865E+00   1.19504052E+00   1.03160919E+00
  1.80694047E+00   4.58554937E-01   3.75989629E-01
  1.79097681E+00  -3.86820052E-01  -3.19994261E-01
  1.77624877E+00  -1.11484179E+00  -9.65221449E-01
  1.76429026E+00  -1.57063291E+00  -1.46542246E+00
  1.75506244E+00  -1.72048327E+00  -1.73600633E+00
  1.74786587E+00  -1.60495183E+00  -1.73362526E+00
  1.74200884E+00  -1.28803211E+00  -1.46620619E+00
  1.73697065E+00  -8.33880607E-01  -9.83319351E-01
  1.73237242E+00  -3.00976073E-01  -3.61762361E-01
  1.72791599E+00   2.57051954E-01   3.07149732E-01
  1.72332897E+00   7.88564582E-01   9.27915927E-01
  1.71831450E+00   1.24062860E+00   1.41014452E+00
  1.71249626E+00   1.55636374E+00   1.67886605E+00
  1.70535669E+00   1.67454642E+00   1.68716906E+00
  1.69620495E+00   1.53601436E+00   1.43040991E+00
  1.68433168E+00   1.10687707E+00   9.55394280E-01
  1.66966636E+00   4.26288716E-01   3.49425358E-01
  1.65370320E+00  -3.54553831E-01  -2.93429991E-01
  1.63897308E+00  -1.02667834E+00  -8.89006539E-01
  1.62701140E+00  -1.44735326E+00  -1.35050848E+00
  1.61778064E+00  -1.58575987E+00  -1.60016604E+00
  1.61058183E+00  -1.47950280E+00  -1.59820893E+00
  1.60472326E+00  -1.18768843E+00  -1.35206529E+00
  1.59968415E+00  -7.69497861E-01  -9.07476682E-01
  1.59508551E+00  -2.78832104E-01  -3.35218230E-01
  1.59062916E+00   2.34907985E-01   2.80605602E-01
  1.58604270E+00   7.24181836E-01   8.52073257E-01
  1.58102936E+00   1.14028492E+00   1.29600361E+00
  1.57521293E+00   1.43091471E+00   1.54344973E+00
  1.56807605E+00   1.53982302E+00   1.55132876E+00
  1.55892794E+00   1.41273471E+00   1.31549592E+00
  1.54705890E+00   1.01871362E+00   8.79179371E-01
  1.53239698E+00   3.94022495E-01   3.22861088E-01
  1.51643445E+00  -3.22287610E-01  -2.66865720E-01
  1.50170192E+00  -9.38514893E-01  -8.12791630E-01
  1.48973652E+00  -1.32407360E+00  -1.23559450E+00
  1.48050231E+00  -1.45103647E+00  -1.46432574E+00
  1.47330085E+00  -1.35405377E+00  -1.46279261E+00
  1.46744048E+00  -1.08734475E+00  -1.23792439E+00
  1.46240028E+00  -7.05115115E-01  -8.31634012E-01
  1.45780117E+00  -2.56688135E-01  -3.08674099E-01
  1.45334491E+00   2.12764016E-01   2.54061471E-01
  1.44875913E+00   6.59799091E-01   7.76230588E-01
  1.44374714E+00   1.03994124E+00   1.18186271E+00
  1.43793288E+00   1.30546568E+00   1.40803341E+00
  1.43079921E+00   1.40509962E+00   1.41548847E+00
  1.42165546E+00   1.28945506E+00   1.20058194E+00
  1.40979151E+00   9.30550178E-01   8.02964461E-01
  1.39513372E+00   3.61756274E-01   2.96296817E-01
  1.37917201E+00  -2.90021389E-01  -2.40301449E-01
  1.36443666E+00  -8.50351446E-01  -7.36576720E-01
  1.35246685E+00  -1.20079395E+00  -1.12068051E+00
  1.34322850E+00  -1.31631307E+00  -1.32848545E+00
  1.33602388E+00  -1.22860474E+00  -1.32737629E+00
  1.33016135E+00  -9.87001069E-01  -1.12378349E+00
  1.32511985E+00  -6.40732370E-01  -7.55791342E-01
  1.32052018E+00  -2.34544165E-01  -2.82129969E-01
  1.31606404E+00   1.90620046E-01   2.27517340E-01
  1.31147910E+00   5.95416345E-01   7.00387918E-01
  1.30646875E+00   9.39597564E-01   1.06772181E+00
  1.30065714E+00   1.18001665E+00   1.27261709E+00
  1.29352739E+00   1.27037622E+00   1.27964818E+00
  1.28438898E+00   1.16617540E+00   1.08566796E+00
  1.27253125E+00   8.42386731E-01   7.26749551E-01
  1.25787858E+00   3.29490053E-01   2.69732546E-01
  1.24191799E+00  -2.57755169E-01  -2.13737179E-01
  1.22717928E+00  -7.62187999E-01  -6.60361810E-01
  1.21520414E+00  -1.07751430E+00  -1.00576653E+00
  1.20596077E+00  -1.18158967E+00  -1.19264516E+00
  1.19875230E+00  -1.10315571E+00  -1.19195997E+00
  1.19288713E+00  -8.86657390E-01  -1.00964259E+00
  1.18784405E+00  -5.76349624E-01  -6.79948672E-01
  1.18324372E+00  -2.12400196E-01  -2.55585838E-01
  1.17878775E+00   1.68476077E-01   2.00973210E-01
  1.17420385E+00   5.31033600E-01   6.24545248E-01
  1.16919555E+00   8.39253885E-01   9.53580911E-01
  1.16338725E+00   1.05456762E+00   1.13720077E+00
  1.15626238E+00   1.13565282E+00   1.14380788E+00
  1.14713063E+00   1.04289575E+00   9.70753975E-01
  1.13528074E+00   7.54223284E-01   6.50534641E-01
  1.12063456E+00   2.97223832E-01   2.43168276E-01
  1.10467552E+00  -2.25488948E-01  -1.87172908E-01
  1.08993277E+00  -6.74024552E-01  -5.84146900E-01
  1.07795105E+00  -9.54234643E-01  -8.90852547E-01
  1.06870145E+00  -1.04686627E+00  -1.05680486E+00
  1.06148819E+00  -9.77706678E-01  -1.05654365E+00
  1.05561975E+00  -7.86313711E-01  -8.95501684E-01
  1.05057472E+00  -5.11966879E-01  -6.04106003E-01
  1.04597356E+00  -1.90256227E-01  -2.29041707E-01
  1.04151784E+00   1.46332108E-01   1.74429079E-01
  1.03693529E+00   4.66650854E-01   5.48702578E-01
  1.03192962E+00   7.38910207E-01   8.39440010E-01
  1.02612554E+00   9.29118585E-01   1.00178444E+00
  1.01900692E+00   1.00092942E+00   1.00796759E+00
  1.00988374E+00   9.19616095E-01   8.55839992E-01
  9.98043964E-01   6.66059838E-01   5.74319731E-01
  9.83406302E-01   2.64957611E-01   2.16604005E-01
  9.67449518E-01  -1.93222727E-01  -1.60608638E-01
  9.52701808E-01  -5.85861106E-01  -5.07931990E-01
  9.40711790E-01  -8.30954990E-01  -7.75938564E-01
  9.31454271E-01  -9.12142865E-01  -9.20964571E-01
  9.24234898E-01  -8.52257647E-01  -9.21127326E-01
  9.18362274E-01  -6.85970033E-01  -7.81360783E-01
  9.13314745E-01  -4.47584133E-01  -5.28263333E-01
  9.08712573E-01  -1.68112257E-01  -2.02497577E-01
  9.04257219E-01   1.24188138E-01   1.47884948E-01
  8.99676476E-01   4.02268109E-01   4.72859908E-01
  8.94674293E-01   6.38566528E-01   7.25299110E-01
