The toroidal mode    1
 Perpend. k-vec  Curvature        Coriolis
  3.37759204E+00  -7.93749035E-01  -6.53481057E-01
  3.37759204E+00  -2.16882079E+00  -1.87488678E+00
  3.37759204E+00  -3.03267948E+00  -2.82688398E+00
  3.37759204E+00  -3.31419565E+00  -3.34167121E+00
  3.37759204E+00  -3.08604615E+00  -3.33124152E+00
  3.37759204E+00  -2.46845450E+00  -2.80786616E+00
  3.37759204E+00  -1.58381554E+00  -1.86572968E+00
  3.37759204E+00  -5.44741646E-01  -6.52985615E-01
  3.37759204E+00   5.44741646E-01   6.52985615E-01
  3.37759204E+00   1.58381554E+00   1.86572968E+00
  3.37759204E+00   2.46845450E+00   2.80786616E+00
  3.37759204E+00   3.08604615E+00   3.33124152E+00
  3.37759204E+00   3.31419565E+00   3.34167121E+00
  3.37759204E+00   3.03267948E+00   2.82688398E+00
  3.37759204E+00   2.16882079E+00   1.87488678E+00
  3.37759204E+00   7.93749035E-01   6.53481057E-01
The toroidal mode    2
 Perpend. k-vec  Curvature        Coriolis
  3.49958857E+00  -7.54280372E-01  -6.24049960E-01
  3.47013131E+00  -2.17678550E+00  -1.88471395E+00
  3.44621248E+00  -3.06729803E+00  -2.86189653E+00
  3.42775518E+00  -3.36013250E+00  -3.39050848E+00
  3.41336077E+00  -3.13463424E+00  -3.38600072E+00
  3.40164583E+00  -2.51585800E+00  -2.86392784E+00
  3.39156892E+00  -1.62913157E+00  -1.92113310E+00
  3.38237223E+00  -5.88665765E-01  -7.07598243E-01
  3.37345941E+00   5.00817527E-01   5.98372986E-01
  3.36428569E+00   1.53849952E+00   1.81032625E+00
  3.35425740E+00   2.42105099E+00   2.75180449E+00
  3.34262193E+00   3.03745806E+00   3.27648231E+00
  3.32834431E+00   3.26825881E+00   3.29283394E+00
  3.31004288E+00   2.99806094E+00   2.79187142E+00
  3.28629872E+00   2.16085607E+00   1.86505962E+00
  3.25696999E+00   8.33217699E-01   6.82912154E-01
  3.22504401E+00  -6.89747930E-01  -5.70921419E-01
  3.19558240E+00  -2.00045861E+00  -1.73228413E+00
  3.17165694E+00  -2.82073873E+00  -2.63206857E+00
  3.15319347E+00  -3.09068569E+00  -3.11882790E+00
  3.13879436E+00  -2.88373618E+00  -3.11516808E+00
  3.12707621E+00  -2.31517065E+00  -2.63564604E+00
  3.11699736E+00  -1.50036607E+00  -1.76944776E+00
  3.10779982E+00  -5.44377826E-01  -6.54509982E-01
  3.09888716E+00   4.56529588E-01   5.45284725E-01
  3.08971463E+00   1.40973403E+00   1.65864091E+00
  3.07968870E+00   2.22036364E+00   2.52352269E+00
  3.06805706E+00   2.78655999E+00   3.00564967E+00
  3.05378509E+00   2.99881200E+00   3.02115335E+00
  3.03549133E+00   2.75150163E+00   2.56204346E+00
  3.01175609E+00   1.98452918E+00   1.71262980E+00
  2.98243456E+00   7.68685257E-01   6.29783613E-01
  2.95050994E+00  -6.25215488E-01  -5.17792877E-01
  2.92104329E+00  -1.82413172E+00  -1.57985431E+00
  2.89711001E+00  -2.57417942E+00  -2.40224060E+00
  2.87863926E+00  -2.82123889E+00  -2.84714731E+00
  2.86423457E+00  -2.63283812E+00  -2.84433543E+00
  2.85251262E+00  -2.11448329E+00  -2.40736423E+00
  2.84243148E+00  -1.37160058E+00  -1.61776242E+00
  2.83323295E+00  -5.00089888E-01  -6.01421720E-01
  2.82432049E+00   4.12241650E-01   4.92196463E-01
  2.81514940E+00   1.28096853E+00   1.50695557E+00
  2.80512633E+00   2.01967628E+00   2.29524089E+00
  2.79349929E+00   2.53566193E+00   2.73481703E+00
  2.77923413E+00   2.72936520E+00   2.74947277E+00
  2.76094962E+00   2.50494232E+00   2.33221549E+00
  2.73722516E+00   1.80820229E+00   1.56019998E+00
  2.70791242E+00   7.04152815E-01   5.76655071E-01
  2.67598961E+00  -5.60683046E-01  -4.64664336E-01
  2.64651702E+00  -1.64780482E+00  -1.42742449E+00
  2.62257441E+00  -2.32762011E+00  -2.17241264E+00
  2.60409491E+00  -2.55179209E+00  -2.57546672E+00
  2.58968353E+00  -2.38194006E+00  -2.57350279E+00
  2.57795699E+00  -1.91379593E+00  -2.17908243E+00
  2.56787311E+00  -1.24283509E+00  -1.46607708E+00
  2.55867340E+00  -4.55801949E-01  -5.48333459E-01
  2.54976122E+00   3.67953711E-01   4.39108202E-01
  2.54059191E+00   1.15220304E+00   1.35527023E+00
  2.53057234E+00   1.81898892E+00   2.06695908E+00
  2.51895095E+00   2.28476387E+00   2.46398438E+00
  2.50469413E+00   2.45991840E+00   2.47779218E+00
  2.48642099E+00   2.25838301E+00   2.10238753E+00
  2.46270986E+00   1.63187539E+00   1.40777016E+00
  2.43340807E+00   6.39620373E-01   5.23526530E-01
  2.40148772E+00  -4.96150604E-01  -4.11535795E-01
  2.37200804E+00  -1.47147793E+00  -1.27499467E+00
  2.34805409E+00  -2.08106080E+00  -1.94258467E+00
  2.32956391E+00  -2.28234529E+00  -2.30378614E+00
  2.31514432E+00  -2.13104200E+00  -2.30267015E+00
  2.30341218E+00  -1.71310857E+00  -1.95080063E+00
  2.29332494E+00  -1.11406960E+00  -1.31439174E+00
  2.28412381E+00  -4.11514010E-01  -4.95245198E-01
  2.27521201E+00   3.23665772E-01   3.86019941E-01
  2.26604495E+00   1.02343755E+00   1.20358489E+00
  2.25602978E+00   1.61830156E+00   1.83867728E+00
  2.24441548E+00   2.03386581E+00   2.19315174E+00
  2.23016915E+00   2.19047160E+00   2.20611159E+00
  2.21191033E+00   2.01182370E+00   1.87255956E+00
  2.18821605E+00   1.45554850E+00   1.25534034E+00
  2.15892831E+00   5.75087931E-01   4.70397989E-01
  2.12701141E+00  -4.31618163E-01  -3.58407254E-01
  2.09752314E+00  -1.29515104E+00  -1.12256485E+00
  2.07355513E+00  -1.83450149E+00  -1.71275670E+00
  2.05505160E+00  -2.01289849E+00  -2.03210555E+00
  2.04062174E+00  -1.88014394E+00  -2.03183750E+00
  2.02888258E+00  -1.51242122E+00  -1.72251883E+00
  2.01879114E+00  -9.85304110E-01  -1.16270640E+00
  2.00958826E+00  -3.67226072E-01  -4.42156936E-01
  2.00067702E+00   2.79377834E-01   3.32931679E-01
  1.99151288E+00   8.94672061E-01   1.05189955E+00
  1.98150342E+00   1.41761421E+00   1.61039548E+00
  1.96989828E+00   1.78296775E+00   1.92231909E+00
  1.95566551E+00   1.92102480E+00   1.93443101E+00
  1.93742527E+00   1.76526440E+00   1.64273160E+00
  1.91375299E+00   1.27922161E+00   1.10291052E+00
  1.88448386E+00   5.10555489E-01   4.17269448E-01
  1.85257204E+00  -3.67085721E-01  -3.05278713E-01
  1.82307321E+00  -1.11882414E+00  -9.70135034E-01
  1.79908731E+00  -1.58794219E+00  -1.48292874E+00
  1.78056665E+00  -1.74345169E+00  -1.76042497E+00
  1.76612354E+00  -1.62924588E+00  -1.76100486E+00
  1.75437531E+00  -1.31173386E+00  -1.49423703E+00
  1.74427848E+00  -8.56538619E-01  -1.01102106E+00
  1.73507343E+00  -3.22938133E-01  -3.89068675E-01
  1.72616301E+00   2.35089895E-01   2.79843418E-01
  1.71700286E+00   7.65906570E-01   9.00214215E-01
  1.70700105E+00   1.21692685E+00   1.38211368E+00
  1.69540821E+00   1.53206969E+00   1.65148645E+00
  1.68119366E+00   1.65157800E+00   1.66275042E+00
  1.66297847E+00   1.51870509E+00   1.41290363E+00
  1.63933613E+00   1.10289471E+00   9.50480696E-01
  1.61009279E+00   4.46023047E-01   3.64140907E-01
  1.57818891E+00  -3.02553279E-01  -2.52150171E-01
  1.54867682E+00  -9.42497250E-01  -8.17705214E-01
  1.52466745E+00  -1.34138288E+00  -1.25310077E+00
  1.50612399E+00  -1.47400489E+00  -1.48874438E+00
  1.49166317E+00  -1.37834782E+00  -1.49017221E+00
  1.47990281E+00  -1.11104650E+00  -1.26595522E+00
  1.46979882E+00  -7.27773128E-01  -8.59335724E-01
  1.46059098E+00  -2.78650194E-01  -3.35980414E-01
  1.45168190E+00   1.90801956E-01   2.26755157E-01
  1.44252746E+00   6.37141079E-01   7.48528875E-01
  1.43253649E+00   1.01623949E+00   1.15383188E+00
  1.42096100E+00   1.28117163E+00   1.38065381E+00
  1.40677221E+00   1.38213120E+00   1.39106983E+00
  1.38859265E+00   1.27214578E+00   1.18307566E+00
  1.36499332E+00   9.26567820E-01   7.98050876E-01
  1.33578799E+00   3.81490605E-01   3.11012365E-01
  1.30389749E+00  -2.38020837E-01  -1.99021630E-01
  1.27436858E+00  -7.66170357E-01  -6.65275394E-01
  1.25032712E+00  -1.09482357E+00  -1.02327281E+00
  1.23175190E+00  -1.20455809E+00  -1.21706379E+00
  1.21726623E+00  -1.12744975E+00  -1.21933957E+00
  1.20548884E+00  -9.10359143E-01  -1.03767342E+00
  1.19537489E+00  -5.99007637E-01  -7.07650385E-01
  1.18616340E+00  -2.34362255E-01  -2.82892152E-01
  1.17725671E+00   1.46514017E-01   1.73666895E-01
  1.16811109E+00   5.08375587E-01   5.96843536E-01
  1.15813661E+00   8.15552133E-01   9.25550075E-01
  1.14658742E+00   1.03027357E+00   1.10982116E+00
  1.13243780E+00   1.11268440E+00   1.11938925E+00
  1.11431283E+00   1.02558647E+00   9.53247698E-01
  1.09078045E+00   7.50240927E-01   6.45621056E-01
  1.06163633E+00   3.16958164E-01   2.57883824E-01
  1.02977110E+00  -1.73488395E-01  -1.45893089E-01
  1.00022101E+00  -5.89843463E-01  -5.12845574E-01
  9.76133376E-01  -8.48264264E-01  -7.93444842E-01
  9.57511058E-01  -9.35111288E-01  -9.45383207E-01
  9.42988077E-01  -8.76551694E-01  -9.48506928E-01
  9.31185130E-01  -7.09671785E-01  -8.09391620E-01
  9.21056508E-01  -4.70242145E-01  -5.55965045E-01
  9.11840227E-01  -1.90074317E-01  -2.29803891E-01
  9.02938400E-01   1.02226079E-01   1.20578634E-01
  8.93808126E-01   3.79610096E-01   4.45158196E-01
  8.83861637E-01   6.14864775E-01   6.97268273E-01
  8.72356954E-01   7.79375508E-01   8.38988520E-01
  8.58273900E-01   8.43237598E-01   8.47708662E-01
  8.40242833E-01   7.79027166E-01   7.23419732E-01
  8.16828386E-01   5.73914033E-01   4.93191237E-01
  7.87797727E-01   2.52425722E-01   2.04755283E-01
  7.55989252E-01  -1.08955953E-01  -9.27645478E-02
  7.26416027E-01  -4.13516570E-01  -3.60415755E-01
  7.02257949E-01  -6.01704956E-01  -5.63616876E-01
  6.83559433E-01  -6.65664487E-01  -6.73702621E-01
  6.68974854E-01  -6.25653633E-01  -6.77674284E-01
  6.57129777E-01  -5.08984427E-01  -5.81109818E-01
  6.46977926E-01  -3.41476654E-01  -4.04279705E-01
  6.37756214E-01  -1.45786378E-01  -1.76715630E-01
  6.28866879E-01   5.79381400E-02   6.74903727E-02
  6.19769155E-01   2.50844605E-01   2.93472857E-01
  6.09880138E-01   4.14177418E-01   4.68986471E-01
  5.98466372E-01   5.28477447E-01   5.68155877E-01
  5.84520489E-01   5.73790797E-01   5.76028076E-01
  5.66687168E-01   5.32467859E-01   4.93591766E-01
  5.43531621E-01   3.97587140E-01   3.40761417E-01
  5.14771996E-01   1.87893280E-01   1.51626742E-01
  4.83138056E-01  -4.44235111E-02  -3.96360066E-02
  4.53574486E-01  -2.37189676E-01  -2.07985935E-01
  4.29310471E-01  -3.55145649E-01  -3.33788910E-01
  4.10476511E-01  -3.96217686E-01  -4.02022035E-01
  3.95777200E-01  -3.74755572E-01  -4.06841640E-01
  3.83855098E-01  -3.08297070E-01  -3.52828016E-01
  3.73667205E-01  -2.12711163E-01  -2.52594366E-01
  3.64451332E-01  -1.01498439E-01  -1.23627368E-01
  3.55613194E-01   1.36502013E-02   1.44021113E-02
  3.46620888E-01   1.22079114E-01   1.41787517E-01
  3.36908841E-01   2.13490060E-01   2.40704669E-01
  3.25774061E-01   2.77579386E-01   2.97323233E-01
  3.12259045E-01   3.04343996E-01   3.04347489E-01
  2.95079769E-01   2.85908551E-01   2.63763801E-01
  2.72866320E-01   2.21260247E-01   1.88331597E-01
  2.45288715E-01   1.23360838E-01   9.84982006E-02
  2.14793874E-01   2.01089308E-02   1.34925346E-02
  1.85985969E-01  -6.08627828E-02  -5.55561149E-02
  1.62049774E-01  -1.08586341E-01  -1.03960945E-01
  1.43317232E-01  -1.26770885E-01  -1.30341449E-01
  1.28698192E-01  -1.23857511E-01  -1.36008997E-01
  1.16967193E-01  -1.07609712E-01  -1.24546214E-01
  1.07169574E-01  -8.39456719E-02  -1.00909026E-01
  9.86303897E-02  -5.72105006E-02  -7.05391068E-02
  9.08808647E-02  -3.06377374E-02  -3.86861500E-02
  8.36042467E-02  -6.68637722E-03  -9.89782251E-03
  7.66338479E-02   1.28027024E-02   1.24228669E-02
  7.00490819E-02   2.66813252E-02   2.64905893E-02
  6.44873351E-02   3.48971953E-02   3.26669031E-02
  6.18157625E-02   3.93492435E-02   3.39358349E-02
  6.55502116E-02   4.49333532E-02   3.59017770E-02
  7.84493096E-02   5.88283959E-02   4.53696594E-02
  9.82946107E-02   8.46413727E-02   6.66210758E-02
  1.19428398E-01   1.15464111E-01   9.68737050E-02
  1.37928147E-01   1.37972967E-01   1.25867021E-01
  1.52970870E-01   1.42675916E-01   1.41339138E-01
  1.65221828E-01   1.27040550E-01   1.34823647E-01
  1.75582765E-01   9.30776455E-02   1.03735588E-01
  1.84810310E-01   4.48198192E-02   5.07763133E-02
  1.93500721E-01  -1.29225619E-02  -1.74508455E-02
  2.02161604E-01  -7.49256761E-02  -9.17744114E-02
  2.11292913E-01  -1.35451868E-01  -1.61583162E-01
  2.21470814E-01  -1.87884655E-01  -2.15858935E-01
  2.33444649E-01  -2.24216736E-01  -2.44342054E-01
  2.48239635E-01  -2.34549606E-01  -2.39013683E-01
  2.67173543E-01  -2.07210064E-01  -1.95892131E-01
  2.91460164E-01  -1.31393540E-01  -1.16528043E-01
  3.20863569E-01  -5.70404600E-03  -7.75888185E-03
  3.52134417E-01   1.49173815E-01   1.19749617E-01
  3.80456172E-01   2.91791004E-01   2.49303525E-01
  4.03236424E-01   3.84532274E-01   3.55694987E-01
  4.20798931E-01   4.12122716E-01   4.13019724E-01
  4.34562625E-01   3.77938610E-01   4.05656290E-01
  4.45857248E-01   2.93765003E-01   3.32017390E-01
  4.55670691E-01   1.73585310E-01   2.02461653E-01
  4.64724111E-01   3.13653768E-02   3.56374158E-02
  4.73593383E-01  -1.19213615E-01  -1.44862673E-01
  4.82815819E-01  -2.64217360E-01  -3.13268502E-01
  4.92988125E-01  -3.88572013E-01  -4.44140737E-01
  5.04873578E-01  -4.75114797E-01  -5.15174698E-01
  5.19517673E-01  -5.03996406E-01  -5.10694269E-01
  5.38287666E-01  -4.53769372E-01  -4.25720097E-01
  5.62505661E-01  -3.07720434E-01  -2.68957863E-01
  5.92084421E-01  -7.02364879E-02  -6.08874231E-02
  6.23816368E-01   2.13706256E-01   1.72878158E-01
  6.52718968E-01   4.68117897E-01   4.01733345E-01
  6.76007728E-01   6.31091582E-01   5.85522953E-01
  6.93941488E-01   6.81569517E-01   6.84700310E-01
  7.07956562E-01   6.28836671E-01   6.76488934E-01
  7.19416055E-01   4.94452361E-01   5.60299192E-01
  7.29334013E-01   3.02350802E-01   3.54146992E-01
  7.38448282E-01   7.56533155E-02   8.87256772E-02
  7.47344275E-01  -1.63501553E-01  -1.97950934E-01
  7.56563898E-01  -3.92982851E-01  -4.64953841E-01
  7.66705065E-01  -5.89259370E-01  -6.72422539E-01
  7.78530443E-01  -7.26012857E-01  -7.86007341E-01
  7.93086189E-01  -7.73443207E-01  -7.82374856E-01
  8.11749293E-01  -7.00328679E-01  -6.55548062E-01
  8.35875353E-01  -4.84047327E-01  -4.21387682E-01
  8.65439708E-01  -1.34768930E-01  -1.14015964E-01
  8.97277253E-01   2.78238698E-01   2.26006699E-01
  9.26363103E-01   6.44444791E-01   5.54163164E-01
  9.49834027E-01   8.77650889E-01   8.15350918E-01
  9.67909723E-01   9.51016318E-01   9.56380896E-01
  9.82024291E-01   8.79734732E-01   9.47321578E-01
  9.93550013E-01   6.95139718E-01   7.88580993E-01
  1.00350975E+00   4.31116293E-01   5.05832332E-01
  1.01264734E+00   1.19941254E-01   1.41813939E-01
  1.02155158E+00  -2.07789492E-01  -2.51039195E-01
  1.03076580E+00  -5.21748342E-01  -6.16639181E-01
  1.04088780E+00  -7.89946728E-01  -9.00704341E-01
  1.05267914E+00  -9.76910918E-01  -1.05683999E+00
  1.06718517E+00  -1.04289001E+00  -1.05405544E+00
  1.08578617E+00  -9.46887987E-01  -8.85376028E-01
  1.10985314E+00  -6.60374220E-01  -5.73817502E-01
  1.13939423E+00  -1.99301372E-01  -1.67144505E-01
  1.17127173E+00   3.42771140E-01   2.79135241E-01
  1.20044431E+00   8.20771684E-01   7.06592984E-01
  1.22400748E+00   1.12421020E+00   1.04517888E+00
  1.24215743E+00   1.22046312E+00   1.22806148E+00
  1.25632492E+00   1.13063279E+00   1.21815422E+00
  1.26788611E+00   8.95827076E-01   1.01686280E+00
  1.27786812E+00   5.59881784E-01   6.57517672E-01
  1.28701779E+00   1.64229193E-01   1.94902200E-01
  1.29592561E+00  -2.52077431E-01  -3.04127457E-01
  1.30513553E+00  -6.50513833E-01  -7.68324520E-01
  1.31524506E+00  -9.90634086E-01  -1.12898614E+00
  1.32701487E+00  -1.22780898E+00  -1.32767263E+00
  1.34148950E+00  -1.31233681E+00  -1.32573603E+00
  1.36005063E+00  -1.19344729E+00  -1.11520399E+00
  1.38407795E+00  -8.36701114E-01  -7.26247322E-01
  1.41359963E+00  -2.63833814E-01  -2.20273047E-01
  1.44549641E+00   4.07303582E-01   3.32263782E-01
  1.47471891E+00   9.97098578E-01   8.59022804E-01
  1.49833752E+00   1.37076950E+00   1.27500685E+00
  1.51653299E+00   1.48990992E+00   1.49974207E+00
  1.53073326E+00   1.38153085E+00   1.48898686E+00
  1.54231649E+00   1.09651443E+00   1.24514460E+00
  1.55231229E+00   6.88647275E-01   8.09203011E-01
  1.56146929E+00   2.08517132E-01   2.47990461E-01
  1.57037899E+00  -2.96365370E-01  -3.57215718E-01
  1.57958563E+00  -7.79279324E-01  -9.20009860E-01
  1.58968649E+00  -1.19132144E+00  -1.35726794E+00
