 -2.44293E-02   5.23251E-01  -1.54715E-17  -2.44293E-02   1.61817E-01   1.48221E-17
 -3.10283E-02   5.27066E-01  -5.35279E-17  -3.10283E-02   1.55104E-01   2.72779E-18
 -3.68133E-02   5.31055E-01   1.55032E-17  -3.68133E-02   1.45992E-01  -1.09225E-17
 -4.15740E-02   5.36361E-01  -4.78369E-17  -4.15740E-02   1.34548E-01  -7.11015E-18
 -4.58304E-02   5.41382E-01   7.88939E-17  -4.58304E-02   1.20132E-01   6.41633E-18
 -4.89445E-02   5.47230E-01  -1.63489E-17  -4.89445E-02   1.03996E-01   9.58396E-18
 -5.07194E-02   5.53843E-01  -7.84312E-17  -5.07194E-02   8.77568E-02  -2.69339E-18
 -5.07785E-02   5.61775E-01  -1.01009E-16  -5.07785E-02   7.40591E-02   1.29884E-17
 -4.89538E-02   5.70697E-01  -7.40329E-17  -4.89538E-02   6.47931E-02  -4.32131E-18
 -4.52407E-02   5.79713E-01   1.75316E-16  -4.52407E-02   6.09293E-02   3.40092E-18
 -3.94992E-02   5.88478E-01   1.76106E-16  -3.94992E-02   6.35766E-02   1.20292E-18
 -3.24242E-02   5.96262E-01   2.13107E-17  -3.24242E-02   7.18304E-02  -9.21571E-18
 -2.47045E-02   6.01856E-01   1.08848E-16  -2.47045E-02   8.34483E-02   6.81708E-18
 -1.66424E-02   6.05688E-01  -4.77002E-17  -1.66424E-02   9.72669E-02   3.93907E-18
 -9.16927E-03   6.07362E-01  -6.39142E-17  -9.16927E-03   1.10888E-01   9.69861E-18
 -2.43463E-03   6.07262E-01  -6.48185E-17  -2.43463E-03   1.23237E-01  -7.23523E-19
  3.17263E-03   6.05647E-01  -1.01284E-16   3.17263E-03   1.33708E-01  -1.41527E-18
  7.77428E-03   6.03137E-01  -8.02090E-17   7.77428E-03   1.42526E-01  -6.35213E-18
  1.13017E-02   6.00091E-01   2.77326E-17   1.13017E-02   1.49881E-01  -1.37731E-17
  1.38325E-02   5.96527E-01  -7.18674E-17   1.38325E-02   1.56184E-01  -2.73604E-17
  1.55042E-02   5.92763E-01  -3.36993E-17   1.55042E-02   1.61844E-01   4.04181E-18
  1.63802E-02   5.88966E-01   3.12046E-17   1.63802E-02   1.66823E-01  -4.20926E-19
  1.64150E-02   5.85052E-01  -1.01809E-17   1.64150E-02   1.70946E-01  -3.98732E-18
  1.57693E-02   5.81227E-01   2.67734E-17   1.57693E-02   1.74132E-01   1.43241E-18
  1.45025E-02   5.77682E-01  -3.89583E-17   1.45025E-02   1.76137E-01   2.87117E-18
  1.26659E-02   5.74343E-01  -5.70887E-18   1.26659E-02   1.76778E-01   3.24453E-18
  1.03902E-02   5.71317E-01   3.68712E-17   1.03902E-02   1.76140E-01   9.52603E-18
  7.78702E-03   5.68685E-01   1.00957E-16   7.78702E-03   1.74322E-01   1.93425E-17
  4.98120E-03   5.66587E-01   1.31280E-18   4.98120E-03   1.71545E-01  -2.71655E-18
  2.08580E-03   5.65040E-01   2.74433E-17   2.08580E-03   1.68077E-01   4.74109E-18
 -8.11494E-04   5.64002E-01  -3.04692E-17  -8.11494E-04   1.64142E-01   5.00339E-18
 -3.58514E-03   5.63505E-01  -4.00871E-17  -3.58514E-03   1.59956E-01  -6.39628E-18
 -6.19352E-03   5.63493E-01   1.36576E-17  -6.19352E-03   1.55672E-01   4.18008E-18
 -8.57007E-03   5.63851E-01   9.52419E-17  -8.57007E-03   1.51382E-01   2.93061E-18
 -1.06530E-02   5.64592E-01   6.23510E-17  -1.06530E-02   1.47186E-01  -9.54651E-18
 -1.24240E-02   5.65648E-01   7.87580E-18  -1.24240E-02   1.43150E-01   7.30055E-18
 -1.38426E-02   5.66989E-01  -7.57446E-17  -1.38426E-02   1.39379E-01   5.36365E-18
 -1.48889E-02   5.68567E-01  -3.76736E-17  -1.48889E-02   1.35973E-01  -1.93358E-18
 -1.55414E-02   5.70325E-01  -1.41769E-17  -1.55414E-02   1.33047E-01   3.39969E-18
 -1.58066E-02   5.72199E-01   1.66337E-16  -1.58066E-02   1.30712E-01   1.17589E-18
 -1.57007E-02   5.74101E-01  -7.91104E-17  -1.57007E-02   1.29045E-01   7.67538E-19
 -1.52382E-02   5.75966E-01  -3.31930E-17  -1.52382E-02   1.28086E-01  -7.71382E-18
 -1.44658E-02   5.77735E-01  -1.29408E-16  -1.44658E-02   1.27829E-01  -1.72846E-17
 -1.34467E-02   5.79316E-01   1.53227E-17  -1.34467E-02   1.28202E-01   3.58967E-18
 -1.22301E-02   5.80678E-01  -1.65781E-17  -1.22301E-02   1.29121E-01   4.50258E-18
 -1.08876E-02   5.81779E-01   5.97403E-18  -1.08876E-02   1.30466E-01   1.80337E-17
 -9.48041E-03   5.82612E-01  -1.00635E-16  -9.48041E-03   1.32122E-01  -9.10164E-18
 -8.07152E-03   5.83173E-01   1.90116E-17  -8.07152E-03   1.33977E-01  -1.13573E-17
 -6.70796E-03   5.83475E-01   1.57672E-18  -6.70796E-03   1.35944E-01  -7.03352E-18
 -5.43372E-03   5.83545E-01  -5.05847E-17  -5.43372E-03   1.37954E-01   1.51156E-17
 -4.28268E-03   5.83402E-01  -1.53327E-16  -4.28268E-03   1.39948E-01   1.24977E-17
 -3.28274E-03   5.83065E-01   4.34748E-17  -3.28274E-03   1.41878E-01   7.32698E-18
 -2.44732E-03   5.82567E-01   4.47486E-17  -2.44732E-03   1.43705E-01  -2.70854E-18
 -1.79422E-03   5.81931E-01   2.82693E-17  -1.79422E-03   1.45382E-01   1.76134E-17
 -1.32796E-03   5.81183E-01  -4.05266E-17  -1.32796E-03   1.46867E-01  -1.67625E-17
 -1.04718E-03   5.80360E-01   9.44055E-17  -1.04718E-03   1.48125E-01   3.04557E-17
 -9.45942E-04   5.79494E-01  -3.49281E-17  -9.45942E-04   1.49123E-01  -3.08201E-18
 -1.01300E-03   5.78621E-01   8.20921E-18  -1.01300E-03   1.49843E-01  -1.81205E-17
 -1.23156E-03   5.77772E-01   2.78338E-17  -1.23156E-03   1.50279E-01  -9.65042E-18
 -1.57840E-03   5.76980E-01   7.30046E-17  -1.57840E-03   1.50443E-01   6.65622E-18
 -2.03045E-03   5.76270E-01   9.21850E-17  -2.03045E-03   1.50355E-01   2.30101E-17
