  1.50000E-01 -4.85342E+00 -3.12493E+00
  3.00000E-01 -2.04451E+00 -3.36094E+00
  4.50000E-01 -4.56062E-01 -1.47851E+00
  6.00000E-01 -6.14106E-02  1.23392E-01
  7.50000E-01 -8.59163E-01 -2.81372E-01
  9.00000E-01 -5.13665E-01 -1.38853E+00
  1.05000E+00 -4.53221E-01 -1.20376E-01
  1.20000E+00 -4.22632E-01  1.28777E+00
  1.35000E+00 -1.94803E-01 -1.07859E-01
  1.50000E+00 -2.71427E-01  9.92192E-01
  1.65000E+00  9.29059E-02  2.56473E+00
  1.80000E+00  8.21117E-02  8.50822E-01
  1.95000E+00  2.75719E-01 -3.43248E-01
  2.10000E+00  1.93661E-01  8.90319E-01
  2.25000E+00  9.16027E-02  1.34866E-01
  2.40000E+00  4.48642E-02 -6.65922E-02
  2.55000E+00 -4.12485E-02  4.70356E-01
  2.70000E+00  7.21307E-02  2.55209E+00
  2.85000E+00  1.41473E-01  4.80720E+00
  3.00000E+00  2.01577E-01  2.33048E+00
  3.15000E+00  4.92665E-01  1.41367E+00
  3.30000E+00  4.75280E-01  1.98229E+00
  3.45000E+00  5.09567E-01  6.56215E-01
  3.60000E+00  6.07055E-01  3.20995E-01
  3.75000E+00  5.58583E-01  5.91037E-01
  3.90000E+00  5.55521E-01  8.17151E-01
  4.05000E+00  5.62056E-01  3.98405E-01
  4.20000E+00  5.78881E-01  3.69485E-01
  4.35000E+00  5.99242E-01  5.26390E-01
  4.50000E+00  5.62279E-01  4.48621E-01
  4.65000E+00  5.85043E-01  1.59446E-01
  4.80000E+00  5.44107E-01  4.02093E-01
  4.95000E+00  4.93159E-01  3.40362E-01
  5.10000E+00  4.68469E-01  3.12877E-01
  5.25000E+00  4.20418E-01  3.35862E-01
  5.40000E+00  3.87305E-01  4.17833E-01
  5.55000E+00  3.55867E-01  4.70841E-01
  5.70000E+00  3.38938E-01  4.50761E-01
  5.85000E+00  3.33764E-01  5.81464E-01
  6.00000E+00  3.22190E-01  6.38819E-01
  6.15000E+00  3.25716E-01  5.29200E-01
  6.30000E+00  3.29269E-01  6.24024E-01
  6.45000E+00  3.17364E-01  6.49166E-01
  6.60000E+00  3.12063E-01  6.41716E-01
  6.75000E+00  3.02020E-01  6.44742E-01
  6.90000E+00  2.93781E-01  7.40447E-01
  7.05000E+00  2.84193E-01  8.15642E-01
  7.20000E+00  2.80420E-01  8.50161E-01
  7.35000E+00  2.87956E-01  9.26608E-01
  7.50000E+00  3.02477E-01  1.04993E+00
  7.65000E+00  3.19267E-01  1.03547E+00
  7.80000E+00  3.44188E-01  1.01842E+00
  7.95000E+00  3.65429E-01  1.01694E+00
  8.10000E+00  3.84311E-01  9.56174E-01
  8.25000E+00  4.00226E-01  8.92474E-01
  8.40000E+00  4.10884E-01  8.39186E-01
  8.55000E+00  4.18050E-01  8.14752E-01
  8.70000E+00  4.21256E-01  7.80098E-01
  8.85000E+00  4.24639E-01  7.44245E-01
  9.00000E+00  4.25855E-01  7.37365E-01
  9.15000E+00  4.25709E-01  7.25377E-01
  9.30000E+00  4.25617E-01  6.93396E-01
  9.45000E+00  4.25269E-01  6.86215E-01
  9.60000E+00  4.22395E-01  6.74538E-01
  9.75000E+00  4.19292E-01  6.62172E-01
  9.90000E+00  4.14659E-01  6.49648E-01
  1.00500E+01  4.09331E-01  6.48153E-01
  1.02000E+01  4.03006E-01  6.50319E-01
  1.03500E+01  3.96561E-01  6.48366E-01
  1.05000E+01  3.90662E-01  6.52237E-01
  1.06500E+01  3.84898E-01  6.64291E-01
  1.08000E+01  3.79381E-01  6.68449E-01
  1.09500E+01  3.75101E-01  6.78696E-01
  1.11000E+01  3.70993E-01  6.90417E-01
  1.12500E+01  3.67644E-01  7.01469E-01
  1.14000E+01  3.65041E-01  7.11240E-01
  1.15500E+01  3.63115E-01  7.22863E-01
  1.17000E+01  3.61997E-01  7.36314E-01
  1.18500E+01  3.61605E-01  7.46617E-01
  1.20000E+01  3.62112E-01  7.55525E-01
  1.21500E+01  3.63471E-01  7.66705E-01
  1.23000E+01  3.65302E-01  7.73557E-01
  1.24500E+01  3.67873E-01  7.77465E-01
  1.26000E+01  3.70757E-01  7.80873E-01
  1.27500E+01  3.73832E-01  7.82137E-01
  1.29000E+01  3.76883E-01  7.80633E-01
  1.30500E+01  3.79825E-01  7.77227E-01
  1.32000E+01  3.82619E-01  7.73682E-01
  1.33500E+01  3.85054E-01  7.69428E-01
  1.35000E+01  3.87211E-01  7.63385E-01
  1.36500E+01  3.89077E-01  7.58023E-01
  1.38000E+01  3.90579E-01  7.52886E-01
  1.39500E+01  3.91706E-01  7.46689E-01
  1.41000E+01  3.92526E-01  7.41088E-01
  1.42500E+01  3.92929E-01  7.35980E-01
  1.44000E+01  3.92991E-01  7.31244E-01
  1.45500E+01  3.92688E-01  7.26712E-01
  1.47000E+01  3.92116E-01  7.23105E-01
  1.48500E+01  3.91276E-01  7.20608E-01
  1.50000E+01  3.90220E-01  7.18512E-01
