           1  0.209215402603149     
           2  0.223413944244385     
           3  0.210756540298462     
           4  0.219478130340576     
           5  0.218388557434082     
           6  0.213372468948364     
           7  0.219961881637573     
           8  0.218892097473145     
           9  0.215142965316772     
          10  0.217046976089478     
          11  0.215475797653198     
          12  0.220549821853638     
          13  0.215078830718994     
          14  0.215471506118774     
          15  0.219449281692505     
          16  0.212924957275391     
          17  0.218236923217773     
          18  0.221364259719849     
          19  0.220033884048462     
          20  0.220714330673218     
          21  0.217308044433594     
          22  0.222412109375000     
          23  0.223568677902222     
          24  0.218089342117310     
          25  0.217981100082397     
          26  0.223078727722168     
          27  0.221770048141479     
          28  0.214595556259155     
          29  0.239706516265869     
