  9.74096E-01   3.80154E+00
  1.79939E+00   3.00479E+00
  2.03511E+00   2.37783E+00
  2.06258E+00   2.26863E+00
  2.31510E+00   2.57325E+00
  2.43362E+00   2.68618E+00
  2.51505E+00   2.76284E+00
  2.55763E+00   2.81313E+00
  2.50736E+00   2.84388E+00
  2.53864E+00   2.76435E+00
  2.46069E+00   2.60773E+00
  2.38510E+00   2.51810E+00
  2.28798E+00   2.30909E+00
  2.22099E+00   2.14863E+00
  2.22418E+00   2.13812E+00
  2.23496E+00   2.07370E+00
  2.28828E+00   2.02097E+00
  2.31076E+00   1.97598E+00
  2.30573E+00   1.92861E+00
  2.28356E+00   1.81204E+00
  2.14929E+00   1.68163E+00
  2.02963E+00   1.55394E+00
  1.90629E+00   1.42496E+00
  1.76659E+00   1.30667E+00
  1.65325E+00   1.22395E+00
  1.55426E+00   1.15660E+00
  1.46588E+00   1.10333E+00
  1.38532E+00   1.06128E+00
  1.31278E+00   1.02156E+00
  1.25835E+00   9.94008E-01
  1.20643E+00   9.81297E-01
  1.17063E+00   9.71702E-01
  1.14787E+00   9.69098E-01
  1.13257E+00   9.65253E-01
  1.12790E+00   9.62380E-01
  1.13071E+00   9.56287E-01
  1.13911E+00   9.50240E-01
  1.15035E+00   9.42368E-01
  1.16228E+00   9.32045E-01
  1.17592E+00   9.22999E-01
  1.18809E+00   9.17115E-01
  1.19947E+00   9.12676E-01
  1.21236E+00   9.08545E-01
  1.22562E+00   9.01861E-01
  1.23977E+00   8.92811E-01
  1.25458E+00   8.81334E-01
  1.27004E+00   8.69014E-01
  1.28504E+00   8.55878E-01
  1.29729E+00   8.42049E-01
  1.30560E+00   8.29469E-01
  1.30967E+00   8.18226E-01
  1.30837E+00   8.08290E-01
  1.30272E+00   8.01526E-01
  1.29370E+00   7.97962E-01
  1.28242E+00   7.96538E-01
  1.27007E+00   7.96835E-01
  1.25758E+00   7.98143E-01
  1.24574E+00   8.00143E-01
  1.23433E+00   8.02370E-01
  1.22377E+00   8.04692E-01
  1.21420E+00   8.07114E-01
  1.20547E+00   8.09908E-01
  1.19767E+00   8.13355E-01
  1.19122E+00   8.17332E-01
  1.18604E+00   8.21321E-01
  1.18224E+00   8.25203E-01
  1.17984E+00   8.28713E-01
  1.17887E+00   8.31779E-01
  1.17919E+00   8.34347E-01
  1.18063E+00   8.36250E-01
  1.18309E+00   8.37473E-01
  1.18640E+00   8.38179E-01
  1.19029E+00   8.38331E-01
  1.19465E+00   8.38023E-01
  1.19928E+00   8.37248E-01
  1.20403E+00   8.36005E-01
  1.20875E+00   8.34343E-01
  1.21329E+00   8.32316E-01
  1.21752E+00   8.30056E-01
  1.22131E+00   8.27685E-01
  1.22453E+00   8.25304E-01
  1.22712E+00   8.23075E-01
  1.22899E+00   8.21071E-01
  1.23015E+00   8.19354E-01
  1.23060E+00   8.17951E-01
  1.23041E+00   8.16865E-01
  1.22966E+00   8.16072E-01
  1.22844E+00   8.15528E-01
  1.22684E+00   8.15220E-01
  1.22497E+00   8.15126E-01
  1.22289E+00   8.15223E-01
  1.22071E+00   8.15497E-01
  1.21849E+00   8.15945E-01
  1.21630E+00   8.16541E-01
  1.21422E+00   8.17270E-01
  1.21230E+00   8.18096E-01
  1.21060E+00   8.18986E-01
  1.20916E+00   8.19894E-01
  1.20800E+00   8.20783E-01
  1.20714E+00   8.21623E-01
