shat:   0.78  q:   1.40  eps:   0.19  ikxspace:    5
 imod, kxrh(ix), ix, ixplus(imod,ix), ixminus(imod,ix)
    10  1.729986    43     0     0
    11 -1.729986     1     0     0
    11 -1.647606     2     0     0
    11 -1.565226     3     0     0
    11 -1.482845     4     0     0
    11 -1.400465     5     0     0
    11 -1.318085     6     0     0
    11 -1.235704     7     0     0
    11 -1.153324     8     0     0
    11 -1.070944     9     0     0
    11 -0.988564    10     0     0
    11 -0.906183    11     0     0
    11 -0.823803    12     0     0
    11 -0.741423    13     0     0
    11 -0.659042    14     0     0
    11 -0.576662    15     0     0
    11 -0.494282    16     0     0
    11 -0.411901    17     0     0
    11 -0.329521    18     0     0
    11 -0.247141    19     0     0
    11 -0.164761    20     0     0
    11 -0.082380    21     0     0
    11 -0.000000    22     0     0
    11  0.082380    23     0     0
    11  0.164761    24     0     0
    11  0.247141    25     0     0
    11  0.329521    26     0     0
    11  0.411901    27     0     0
    11  0.494282    28     0     0
    11  0.576662    29     0     0
    11  0.659042    30     0     0
    11  0.741423    31     0     0
    11  0.823803    32     0     0
    11  0.906183    33     0     0
    11  0.988564    34     0     0
    11  1.070944    35     0     0
    11  1.153324    36     0     0
    11  1.235704    37     0     0
    11  1.318085    38     0     0
    11  1.400465    39     0     0
    11  1.482845    40     0     0
    11  1.565226    41     0     0
    11  1.647606    42     0     0
    11  1.729986    43     0     0
    12 -1.729986     1     0     0
    12 -1.647606     2     0     0
    12 -1.565226     3     0     0
    12 -1.482845     4     0     0
    12 -1.400465     5     0     0
    12 -1.318085     6     0     0
    12 -1.235704     7     0     0
    12 -1.153324     8     0     0
    12 -1.070944     9     0     0
    12 -0.988564    10     0     0
    12 -0.906183    11     0     0
    12 -0.823803    12     0     0
    12 -0.741423    13     0     0
    12 -0.659042    14     0     0
    12 -0.576662    15     0     0
    12 -0.494282    16     0     0
    12 -0.411901    17     0     0
    12 -0.329521    18     0     0
    12 -0.247141    19     0     0
    12 -0.164761    20     0     0
    12 -0.082380    21     0     0
    12 -0.000000    22     0     0
    12  0.082380    23     0     0
    12  0.164761    24     0     0
    12  0.247141    25     0     0
    12  0.329521    26     0     0
    12  0.411901    27     0     0
    12  0.494282    28     0     0
    12  0.576662    29     0     0
    12  0.659042    30     0     0
    12  0.741423    31     0     0
    12  0.823803    32     0     0
    12  0.906183    33     0     0
    12  0.988564    34     0     0
    12  1.070944    35     0     0
    12  1.153324    36     0     0
    12  1.235704    37     0     0
    12  1.318085    38     0     0
    12  1.400465    39     0     0
    12  1.482845    40     0     0
    12  1.565226    41     0     0
    12  1.647606    42     0     0
    12  1.729986    43     0     0
    13 -1.729986     1     0     0
    13 -1.647606     2     0     0
    13 -1.565226     3     0     0
    13 -1.482845     4     0     0
    13 -1.400465     5     0     0
    13 -1.318085     6     0     0
    13 -1.235704     7     0     0
    13 -1.153324     8     0     0
    13 -1.070944     9     0     0
    13 -0.988564    10     0     0
    13 -0.906183    11     0     0
    13 -0.823803    12     0     0
    13 -0.741423    13     0     0
    13 -0.659042    14     0     0
    13 -0.576662    15     0     0
    13 -0.494282    16     0     0
    13 -0.411901    17     0     0
    13 -0.329521    18     0     0
    13 -0.247141    19     0     0
    13 -0.164761    20     0     0
    13 -0.082380    21     0     0
    13 -0.000000    22     0     0
    13  0.082380    23     0     0
    13  0.164761    24     0     0
    13  0.247141    25     0     0
    13  0.329521    26     0     0
    13  0.411901    27     0     0
    13  0.494282    28     0     0
    13  0.576662    29     0     0
    13  0.659042    30     0     0
    13  0.741423    31     0     0
    13  0.823803    32     0     0
    13  0.906183    33     0     0
    13  0.988564    34     0     0
    13  1.070944    35     0     0
    13  1.153324    36     0     0
    13  1.235704    37     0     0
    13  1.318085    38     0     0
    13  1.400465    39     0     0
    13  1.482845    40     0     0
    13  1.565226    41     0     0
    13  1.647606    42     0     0
    13  1.729986    43     0     0
    14 -1.729986     1     0     0
    14 -1.647606     2     0     0
    14 -1.565226     3     0     0
    14 -1.482845     4     0     0
    14 -1.400465     5     0     0
    14 -1.318085     6     0     0
    14 -1.235704     7     0     0
    14 -1.153324     8     0     0
    14 -1.070944     9     0     0
    14 -0.988564    10     0     0
    14 -0.906183    11     0     0
    14 -0.823803    12     0     0
    14 -0.741423    13     0     0
    14 -0.659042    14     0     0
    14 -0.576662    15     0     0
    14 -0.494282    16     0     0
    14 -0.411901    17     0     0
    14 -0.329521    18     0     0
    14 -0.247141    19     0     0
    14 -0.164761    20     0     0
    14 -0.082380    21     0     0
    14 -0.000000    22     0     0
    14  0.082380    23     0     0
    14  0.164761    24     0     0
    14  0.247141    25     0     0
    14  0.329521    26     0     0
    14  0.411901    27     0     0
    14  0.494282    28     0     0
    14  0.576662    29     0     0
    14  0.659042    30     0     0
    14  0.741423    31     0     0
    14  0.823803    32     0     0
    14  0.906183    33     0     0
    14  0.988564    34     0     0
    14  1.070944    35     0     0
    14  1.153324    36     0     0
    14  1.235704    37     0     0
    14  1.318085    38     0     0
    14  1.400465    39     0     0
    14  1.482845    40     0     0
    14  1.565226    41     0     0
    14  1.647606    42     0     0
    14  1.729986    43     0     0
    15 -1.729986     1     0     0
    15 -1.647606     2     0     0
    15 -1.565226     3     0     0
    15 -1.482845     4     0     0
    15 -1.400465     5     0     0
    15 -1.318085     6     0     0
    15 -1.235704     7     0     0
    15 -1.153324     8     0     0
    15 -1.070944     9     0     0
    15 -0.988564    10     0     0
    15 -0.906183    11     0     0
    15 -0.823803    12     0     0
    15 -0.741423    13     0     0
    15 -0.659042    14     0     0
    15 -0.576662    15     0     0
    15 -0.494282    16     0     0
    15 -0.411901    17     0     0
    15 -0.329521    18     0     0
    15 -0.247141    19     0     0
    15 -0.164761    20     0     0
    15 -0.082380    21     0     0
    15 -0.000000    22     0     0
    15  0.082380    23     0     0
    15  0.164761    24     0     0
    15  0.247141    25     0     0
    15  0.329521    26     0     0
    15  0.411901    27     0     0
    15  0.494282    28     0     0
    15  0.576662    29     0     0
    15  0.659042    30     0     0
    15  0.741423    31     0     0
    15  0.823803    32     0     0
    15  0.906183    33     0     0
    15  0.988564    34     0     0
    15  1.070944    35     0     0
    15  1.153324    36     0     0
    15  1.235704    37     0     0
    15  1.318085    38     0     0
    15  1.400465    39     0     0
    15  1.482845    40     0     0
    15  1.565226    41     0     0
    15  1.647606    42     0     0
    15  1.729986    43     0     0
    16 -1.729986     1     0     0
    16 -1.647606     2     0     0
    16 -1.565226     3     0     0
    16 -1.482845     4     0     0
    16 -1.400465     5     0     0
    16 -1.318085     6     0     0
    16 -1.235704     7     0     0
    16 -1.153324     8     0     0
    16 -1.070944     9     0     0
    16 -0.988564    10     0     0
    16 -0.906183    11     0     0
    16 -0.823803    12     0     0
    16 -0.741423    13     0     0
    16 -0.659042    14     0     0
    16 -0.576662    15     0     0
    16 -0.494282    16     0     0
    16 -0.411901    17     0     0
    16 -0.329521    18     0     0
    16 -0.247141    19     0     0
    16 -0.164761    20     0     0
    16 -0.082380    21     0     0
    16 -0.000000    22     0     0
    16  0.082380    23     0     0
    16  0.164761    24     0     0
    16  0.247141    25     0     0
    16  0.329521    26     0     0
    16  0.411901    27     0     0
    16  0.494282    28     0     0
    16  0.576662    29     0     0
    16  0.659042    30     0     0
    16  0.741423    31     0     0
    16  0.823803    32     0     0
    16  0.906183    33     0     0
    16  0.988564    34     0     0
    16  1.070944    35     0     0
    16  1.153324    36     0     0
    16  1.235704    37     0     0
    16  1.318085    38     0     0
    16  1.400465    39     0     0
    16  1.482845    40     0     0
    16  1.565226    41     0     0
    16  1.647606    42     0     0
    16  1.729986    43     0     0
    17 -1.729986     1     0     0
    17 -1.647606     2     0     0
    17 -1.565226     3     0     0
    17 -1.482845     4     0     0
    17 -1.400465     5     0     0
    17 -1.318085     6     0     0
    17 -1.235704     7     0     0
    17 -1.153324     8     0     0
    17 -1.070944     9     0     0
    17 -0.988564    10     0     0
    17 -0.906183    11     0     0
    17 -0.823803    12     0     0
    17 -0.741423    13     0     0
    17 -0.659042    14     0     0
    17 -0.576662    15     0     0
    17 -0.494282    16     0     0
    17 -0.411901    17     0     0
    17 -0.329521    18     0     0
    17 -0.247141    19     0     0
    17 -0.164761    20     0     0
    17 -0.082380    21     0     0
    17 -0.000000    22     0     0
    17  0.082380    23     0     0
    17  0.164761    24     0     0
    17  0.247141    25     0     0
    17  0.329521    26     0     0
    17  0.411901    27     0     0
    17  0.494282    28     0     0
    17  0.576662    29     0     0
    17  0.659042    30     0     0
    17  0.741423    31     0     0
    17  0.823803    32     0     0
    17  0.906183    33     0     0
    17  0.988564    34     0     0
    17  1.070944    35     0     0
    17  1.153324    36     0     0
    17  1.235704    37     0     0
    17  1.318085    38     0     0
    17  1.400465    39     0     0
    17  1.482845    40     0     0
    17  1.565226    41     0     0
    17  1.647606    42     0     0
    17  1.729986    43     0     0
    18 -1.729986     1     0     0
    18 -1.647606     2     0     0
    18 -1.565226     3     0     0
    18 -1.482845     4     0     0
    18 -1.400465     5     0     0
    18 -1.318085     6     0     0
    18 -1.235704     7     0     0
    18 -1.153324     8     0     0
    18 -1.070944     9     0     0
    18 -0.988564    10     0     0
    18 -0.906183    11     0     0
