           1  0.186276674270630     
           2  0.191829681396484     
           3  0.185180664062500     
           4  0.212677955627441     
           5  0.191244125366211     
           6  0.189398050308228     
           7  0.192913770675659     
           8  0.191153287887573     
           9  0.190945625305176     
          10  0.188156366348267     
          11  0.654276609420776     
          12  0.200136899948120     
          13  0.192724704742432     
          14  0.188609838485718     
          15  0.192048788070679     
          16  0.194560527801514     
          17  0.193653821945190     
          18  0.196379899978638     
          19  0.194429636001587     
          20  0.189435005187988     
          21  0.198100566864014     
          22  0.189536333084106     
          23  0.200739383697510     
          24  0.180106639862061     
          25  0.201429605484009     
          26  0.194991350173950     
          27  0.186923980712891     
          28  0.188620567321777     
          29  0.205586910247803     
