The toroidal mode    1
 Perpend. k-vec  Curvature        Coriolis
  3.39406810E+00  -7.97620982E-01  -6.56668769E-01
  3.39406810E+00  -2.17940040E+00  -1.88403257E+00
  3.39406810E+00  -3.04747304E+00  -2.84067366E+00
  3.39406810E+00  -3.33036246E+00  -3.35797205E+00
  3.39406810E+00  -3.10110003E+00  -3.34749147E+00
  3.39406810E+00  -2.48049574E+00  -2.82156307E+00
  3.39406810E+00  -1.59154147E+00  -1.87483080E+00
  3.39406810E+00  -5.47398922E-01  -6.56170910E-01
  3.39406810E+00   5.47398922E-01   6.56170910E-01
  3.39406810E+00   1.59154147E+00   1.87483080E+00
  3.39406810E+00   2.48049574E+00   2.82156307E+00
  3.39406810E+00   3.10110003E+00   3.34749147E+00
  3.39406810E+00   3.33036246E+00   3.35797205E+00
  3.39406810E+00   3.04747304E+00   2.84067366E+00
  3.39406810E+00   2.17940040E+00   1.88403257E+00
  3.39406810E+00   7.97620982E-01   6.56668769E-01
The toroidal mode    2
 Perpend. k-vec  Curvature        Coriolis
  3.46710922E+00  -7.73939784E-01  -6.39010111E-01
  3.44944751E+00  -2.18417923E+00  -1.88992887E+00
  3.43511500E+00  -3.06824417E+00  -2.86168119E+00
  3.42405792E+00  -3.35792457E+00  -3.38727441E+00
  3.41543441E+00  -3.13025289E+00  -3.38034700E+00
  3.40841442E+00  -2.50893784E+00  -2.85520008E+00
  3.40237370E+00  -1.61873109E+00  -1.90807285E+00
  3.39685811E+00  -5.73753394E-01  -6.88938487E-01
  3.39151009E+00   5.21044451E-01   6.23403333E-01
  3.38600272E+00   1.56435186E+00   1.84158874E+00
  3.37997941E+00   2.45205364E+00   2.78792607E+00
  3.37298788E+00   3.07194718E+00   3.31463595E+00
  3.36440620E+00   3.30280035E+00   3.32866968E+00
  3.35340490E+00   3.02670191E+00   2.81966612E+00
  3.33913487E+00   2.17462157E+00   1.87813627E+00
  3.32151901E+00   8.21302180E-01   6.74327428E-01
  3.30236065E+00  -7.35220319E-01  -6.07132986E-01
  3.28469793E+00  -2.07838310E+00  -1.79847098E+00
  3.27036396E+00  -2.92030859E+00  -2.72378441E+00
  3.25930555E+00  -3.19625648E+00  -3.22426606E+00
  3.25068103E+00  -2.97971405E+00  -3.21784741E+00
  3.24366035E+00  -2.38852543E+00  -2.71823099E+00
  3.23761921E+00  -1.54147179E+00  -1.81706165E+00
  3.23210343E+00  -5.47180631E-01  -6.57085530E-01
  3.22675543E+00   4.94471688E-01   5.91550376E-01
  3.22124829E+00   1.48709256E+00   1.75057754E+00
  3.21522545E+00   2.33164122E+00   2.65095699E+00
  3.20823469E+00   2.92140834E+00   3.15213637E+00
  3.19965413E+00   3.14113227E+00   3.16566133E+00
  3.18865435E+00   2.87876633E+00   2.68176934E+00
  3.17438605E+00   2.06882544E+00   1.78667838E+00
  3.15677154E+00   7.82582715E-01   6.42450303E-01
  3.13761333E+00  -6.96500854E-01  -5.75255862E-01
  3.11994951E+00  -1.97258696E+00  -1.70701309E+00
  3.10561394E+00  -2.77237300E+00  -2.58588763E+00
  3.09455405E+00  -3.03458840E+00  -3.06125771E+00
  3.08592842E+00  -2.82917522E+00  -3.05534782E+00
  3.07890698E+00  -2.26811301E+00  -2.58126191E+00
  3.07286538E+00  -1.46421250E+00  -1.72605044E+00
  3.06734938E+00  -5.20607867E-01  -6.25232574E-01
  3.06200140E+00   4.67898925E-01   5.59697420E-01
  3.05649452E+00   1.40983327E+00   1.65956633E+00
  3.05047221E+00   2.21122881E+00   2.51398791E+00
  3.04348229E+00   2.77086950E+00   2.98963678E+00
  3.03490298E+00   2.97946419E+00   3.00265298E+00
  3.02390489E+00   2.73083074E+00   2.54387256E+00
  3.00963852E+00   1.96302930E+00   1.69522049E+00
  2.99202551E+00   7.43863250E-01   6.10573178E-01
  2.97286749E+00  -6.57781389E-01  -5.43378737E-01
  2.95520245E+00  -1.86679082E+00  -1.61555520E+00
  2.94086510E+00  -2.62443742E+00  -2.44799085E+00
  2.92980357E+00  -2.87292032E+00  -2.89824935E+00
  2.92117670E+00  -2.67863638E+00  -2.89284824E+00
  2.91415442E+00  -2.14770060E+00  -2.44429283E+00
  2.90811231E+00  -1.38695320E+00  -1.63503924E+00
  2.90259608E+00  -4.94035104E-01  -5.93379617E-01
  2.89724813E+00   4.41326161E-01   5.27844463E-01
  2.89174154E+00   1.33257397E+00   1.56855513E+00
  2.88571981E+00   2.09081639E+00   2.37701882E+00
  2.87873083E+00   2.62033067E+00   2.82713719E+00
