           1  0.468250710517168     
           2  0.472682373598218     
           3  0.468167182058096     
           4  0.467695832252502     
           5  0.469623563811183     
           6  0.468595767393708     
           7  0.467638161033392     
           8  0.469170726835728     
           9  0.470294905826449     
          10  0.467541771009564     
          11  0.468470375984907     
          12  0.466984210535884     
          13  0.469177477061749     
          14  0.468143749982119     
          15  0.468561727553606     
          16  0.469402899965644     
          17  0.466803489252925     
          18  0.466921910643578     
          19  0.469625493511558     
          20  0.467151684686542     
          21  0.468565275892615     
          22  0.470970336347818     
          23  0.468224901705980     
          24  0.467711232602596     
          25  0.468549007549882     
          26  0.467207074165344     
          27  0.468012239784002     
          28  0.467575689777732     
          29  0.475970456376672     
