shat:   0.78  q:   1.40  eps:   0.19  ikxspace:    5
 imod, kxrh(ix), ix, ixplus(imod,ix), ixminus(imod,ix)
     1 -3.394068     1     1     1
     1 -3.361116     2     2     2
     1 -3.328164     3     3     3
     1 -3.295212     4     4     4
     1 -3.262260     5     5     5
     1 -3.229308     6     6     6
     1 -3.196355     7     7     7
     1 -3.163403     8     8     8
     1 -3.130451     9     9     9
     1 -3.097499    10    10    10
     1 -3.064547    11    11    11
     1 -3.031595    12    12    12
     1 -2.998643    13    13    13
     1 -2.965691    14    14    14
     1 -2.932738    15    15    15
     1 -2.899786    16    16    16
     1 -2.866834    17    17    17
     1 -2.833882    18    18    18
     1 -2.800930    19    19    19
     1 -2.767978    20    20    20
     1 -2.735026    21    21    21
     1 -2.702074    22    22    22
     1 -2.669122    23    23    23
     1 -2.636169    24    24    24
     1 -2.603217    25    25    25
     1 -2.570265    26    26    26
     1 -2.537313    27    27    27
     1 -2.504361    28    28    28
     1 -2.471409    29    29    29
     1 -2.438457    30    30    30
     1 -2.405505    31    31    31
     1 -2.372552    32    32    32
     1 -2.339600    33    33    33
     1 -2.306648    34    34    34
     1 -2.273696    35    35    35
     1 -2.240744    36    36    36
     1 -2.207792    37    37    37
     1 -2.174840    38    38    38
     1 -2.141888    39    39    39
     1 -2.108936    40    40    40
     1 -2.075983    41    41    41
     1 -2.043031    42    42    42
     1 -2.010079    43    43    43
     1 -1.977127    44    44    44
     1 -1.944175    45    45    45
     1 -1.911223    46    46    46
     1 -1.878271    47    47    47
     1 -1.845319    48    48    48
     1 -1.812366    49    49    49
     1 -1.779414    50    50    50
     1 -1.746462    51    51    51
     1 -1.713510    52    52    52
     1 -1.680558    53    53    53
     1 -1.647606    54    54    54
     1 -1.614654    55    55    55
     1 -1.581702    56    56    56
     1 -1.548750    57    57    57
     1 -1.515797    58    58    58
     1 -1.482845    59    59    59
     1 -1.449893    60    60    60
     1 -1.416941    61    61    61
     1 -1.383989    62    62    62
     1 -1.351037    63    63    63
     1 -1.318085    64    64    64
     1 -1.285133    65    65    65
     1 -1.252180    66    66    66
     1 -1.219228    67    67    67
     1 -1.186276    68    68    68
     1 -1.153324    69    69    69
     1 -1.120372    70    70    70
     1 -1.087420    71    71    71
     1 -1.054468    72    72    72
     1 -1.021516    73    73    73
     1 -0.988564    74    74    74
     1 -0.955611    75    75    75
     1 -0.922659    76    76    76
     1 -0.889707    77    77    77
     1 -0.856755    78    78    78
     1 -0.823803    79    79    79
     1 -0.790851    80    80    80
     1 -0.757899    81    81    81
     1 -0.724947    82    82    82
     1 -0.691994    83    83    83
     1 -0.659042    84    84    84
     1 -0.626090    85    85    85
     1 -0.593138    86    86    86
     1 -0.560186    87    87    87
     1 -0.527234    88    88    88
     1 -0.494282    89    89    89
     1 -0.461330    90    90    90
