           1  0.928984642028809     
           2  0.959798336029053     
           3  0.891349315643311     
           4  0.918083429336548     
           5  0.906981945037842     
           6  0.933041095733643     
           7  0.957847356796265     
           8  0.946982860565186     
           9  0.928636789321899     
          10  0.957252264022827     
          11  0.958161354064941     
          12  0.879674673080444     
          13  0.941133022308350     
          14  0.946931123733521     
          15  0.984160423278809     
          16  0.852530956268311     
          17  0.937170982360840     
          18  0.947507143020630     
          19  0.931705474853516     
          20  0.929542779922485     
          21  0.924054384231567     
          22  0.943446636199951     
          23  0.884427785873413     
          24  0.973845005035400     
          25  0.874308109283447     
          26  0.924234628677368     
          27  0.926339864730835     
          28  0.949775218963623     
          29   1.00431847572327     
